Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP01770,2024-03-18,,Central Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,2.4,March,Q1,12
CMP01771,2024-08-13,2024-08-23,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,10.0,3.0,August,Q3,33
CMP01772,2024-02-04,2024-02-08,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.5,February,Q1,5
CMP01773,2024-08-28,2024-09-15,Industrial Zone,Water Supply,Water Supply Dept,Low,1,Resolved,18.0,1.7,August,Q3,35
CMP01774,2024-08-14,2024-08-17,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.4,August,Q3,33
CMP01775,2024-11-19,,Central Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.1,November,Q4,47
CMP01776,2024-06-04,2024-06-11,North Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,7.0,4.0,June,Q2,23
CMP01777,2024-05-20,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.2,May,Q2,21
CMP01778,2024-10-29,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.6,October,Q4,44
CMP01779,2024-01-29,2024-02-18,Central Zone,Road Damage,Public Works Dept,Low,1,Resolved,20.0,2.4,January,Q1,5
CMP01780,2024-06-29,2024-07-07,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,8.0,3.2,June,Q2,26
CMP01781,2024-09-16,2024-09-21,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,5.0,3.3,September,Q3,38
CMP01782,2024-02-07,2024-02-14,North Zone,Street Light Failure,Electricity Dept,High,3,Resolved,7.0,3.5,February,Q1,6
CMP01783,2024-06-07,,Industrial Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.3,June,Q2,23
CMP01784,2024-08-24,,East Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.6,August,Q3,34
CMP01785,2024-08-19,2024-08-22,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.3,August,Q3,34
CMP01786,2024-01-20,2024-01-29,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,9.0,1.7,January,Q1,3
CMP01787,2024-01-30,2024-02-02,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,3.0,4.3,January,Q1,5
CMP01788,2024-07-07,2024-07-12,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,3.3,July,Q3,27
CMP01789,2024-05-26,,South Zone,Public Safety,Police Dept,Low,1,Pending,,1.5,May,Q2,21
CMP01790,2024-02-09,2024-02-13,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,4.0,February,Q1,6
CMP01791,2024-11-26,2024-12-05,East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,9.0,1.7,November,Q4,48
CMP01792,2024-02-16,,South Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.7,February,Q1,7
CMP01793,2024-11-10,2024-11-21,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,1.7,November,Q4,45
CMP01794,2024-10-31,2024-11-11,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,2.0,October,Q4,44
CMP01795,2024-09-16,,North Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,2.3,September,Q3,38
CMP01796,2024-07-15,2024-08-01,North-East Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,17.0,1.6,July,Q3,29
CMP01797,2024-08-24,,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.8,August,Q3,34
CMP01798,2024-10-24,2024-11-02,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,9.0,2.9,October,Q4,43
CMP01799,2024-10-10,,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,1.1,October,Q4,41
CMP01800,2024-01-22,2024-02-07,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,16.0,1.5,January,Q1,4
CMP01801,2024-08-18,2024-08-23,South Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,4.5,August,Q3,33
CMP01802,2024-10-19,2024-10-28,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,9.0,1.5,October,Q4,42
CMP01803,2024-11-29,2024-12-05,South-West Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,3.5,November,Q4,48
CMP01804,2024-04-06,2024-04-17,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,2.1,April,Q2,14
CMP01805,2024-06-13,2024-06-19,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,4.2,June,Q2,24
CMP01806,2024-11-05,,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.9,November,Q4,45
CMP01807,2024-08-31,,Industrial Zone,Public Safety,Police Dept,Low,1,Pending,,1.6,August,Q3,35
CMP01808,2024-09-13,2024-09-20,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,7.0,3.1,September,Q3,37
CMP01809,2024-03-18,,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.3,March,Q1,12
CMP01810,2024-02-01,,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,2.0,February,Q1,5
CMP01811,2024-08-18,,East Zone,Garbage Collection,Sanitation Dept,High,3,In Progress,,1.7,August,Q3,33
CMP01812,2024-02-22,2024-03-01,South Zone,Water Supply,Water Supply Dept,Low,1,Resolved,8.0,2.6,February,Q1,8
CMP01813,2024-06-24,2024-07-02,Industrial Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,3.5,June,Q2,26
CMP01814,2024-02-13,,East Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.1,February,Q1,7
CMP01815,2024-09-15,2024-09-30,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,15.0,2.9,September,Q3,37
CMP01816,2024-11-26,2024-12-08,South Zone,Public Safety,Police Dept,Medium,2,Resolved,12.0,1.8,November,Q4,48
CMP01817,2024-03-29,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,March,Q1,13
CMP01818,2024-01-21,2024-02-02,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,1.9,January,Q1,3
CMP01819,2024-05-06,,North Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.7,May,Q2,19
CMP01820,2024-12-28,2025-01-09,North Zone,Public Safety,Police Dept,Medium,2,Resolved,12.0,3.2,December,Q4,52
CMP01821,2024-08-12,2024-08-16,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,4.2,August,Q3,33
CMP01822,2024-08-12,2024-08-18,Central Zone,Street Light Failure,Electricity Dept,High,3,Resolved,6.0,3.8,August,Q3,33
CMP01823,2024-09-25,2024-09-28,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,3.0,4.8,September,Q3,39
CMP01824,2024-09-24,,West Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.7,September,Q3,39
CMP01825,2024-11-08,,West Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,1.9,November,Q4,45
CMP01826,2024-03-22,,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.4,March,Q1,12
CMP01827,2024-07-05,2024-07-12,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,7.0,4.3,July,Q3,27
CMP01828,2024-07-09,,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.2,July,Q3,28
CMP01829,2024-05-24,2024-05-30,Central Zone,Public Safety,Police Dept,High,3,Resolved,6.0,3.2,May,Q2,21
CMP01830,2024-07-17,2024-07-20,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.9,July,Q3,29
CMP01831,2024-07-28,,South-West Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,2.4,July,Q3,30
CMP01832,2024-06-22,,West Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.2,June,Q2,25
CMP01833,2024-12-13,2024-12-23,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.9,December,Q4,50
CMP01834,2024-11-02,,Industrial Zone,Water Supply,Water Supply Dept,Low,1,Pending,,1.9,November,Q4,44
CMP01835,2024-01-27,2024-02-05,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,9.0,1.8,January,Q1,4
CMP01836,2024-11-19,,Central Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.1,November,Q4,47
CMP01837,2024-11-27,2024-12-16,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,19.0,1.9,November,Q4,48
CMP01838,2024-06-20,,South-West Zone,Water Supply,Water Supply Dept,High,3,Pending,,1.2,June,Q2,25
CMP01839,2024-02-03,2024-02-21,South-West Zone,Road Damage,Public Works Dept,Low,1,Resolved,18.0,2.7,February,Q1,5
CMP01840,2024-06-17,,Industrial Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.5,June,Q2,25
CMP01841,2024-02-18,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.7,February,Q1,7
CMP01842,2024-10-12,2024-10-15,East Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.7,October,Q4,41
CMP01843,2024-12-13,2024-12-20,South Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,7.0,4.2,December,Q4,50
CMP01844,2024-07-16,,North Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.2,July,Q3,29
CMP01845,2024-05-25,2024-05-29,North-East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,4.0,4.4,May,Q2,21
CMP01846,2024-05-09,,South-West Zone,Water Supply,Water Supply Dept,High,3,In Progress,,2.0,May,Q2,19
CMP01847,2024-12-02,,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.1,December,Q4,49
CMP01848,2024-11-04,,North-East Zone,Public Safety,Police Dept,Medium,2,Pending,,1.4,November,Q4,45
CMP01849,2024-03-17,2024-03-22,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,5.0,3.2,March,Q1,11
CMP01850,2024-06-19,,South-West Zone,Road Damage,Public Works Dept,High,3,In Progress,,2.4,June,Q2,25
CMP01851,2024-02-11,2024-02-17,North-East Zone,Road Damage,Public Works Dept,High,3,Resolved,6.0,3.7,February,Q1,6
CMP01852,2024-10-25,2024-11-04,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,10.0,3.1,October,Q4,43
CMP01853,2024-12-05,,South Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.1,December,Q4,49
CMP01854,2024-03-13,,Industrial Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.1,March,Q1,11
CMP01855,2024-06-28,2024-07-05,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,7.0,4.5,June,Q2,26
CMP01856,2024-06-07,,North Zone,Public Safety,Police Dept,Medium,2,Pending,,1.7,June,Q2,23
CMP01857,2024-12-01,2024-12-03,West Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.8,December,Q4,48
CMP01858,2024-12-23,2024-12-28,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,5.0,4.0,December,Q4,52
CMP01859,2024-12-05,2024-12-21,Central Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,16.0,3.0,December,Q4,49
CMP01860,2024-07-19,2024-08-07,North Zone,Public Safety,Police Dept,Low,1,Resolved,19.0,2.7,July,Q3,29
CMP01861,2024-03-07,2024-03-16,Industrial Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,9.0,3.2,March,Q1,10
CMP01862,2024-10-31,2024-11-08,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,1.7,October,Q4,44
CMP01863,2024-12-28,2025-01-07,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.8,December,Q4,52
CMP01864,2024-02-13,2024-02-18,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,4.4,February,Q1,7
CMP01865,2024-06-07,2024-06-18,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,11.0,2.6,June,Q2,23
CMP01866,2024-10-13,,South Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,2.1,October,Q4,41
CMP01867,2024-07-11,2024-07-24,South Zone,Public Safety,Police Dept,Low,1,Resolved,13.0,2.5,July,Q3,28
CMP01868,2024-11-25,,North-East Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.1,November,Q4,48
CMP01869,2024-06-17,2024-06-25,North-East Zone,Road Damage,Public Works Dept,Low,1,Resolved,8.0,2.8,June,Q2,25
CMP01870,2024-03-06,,Central Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.4,March,Q1,10
CMP01871,2024-12-09,2024-12-11,South Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,2.0,4.1,December,Q4,50
CMP01872,2024-12-25,2025-01-01,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,7.0,4.1,December,Q4,52
CMP01873,2024-12-16,2024-12-26,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,10.0,2.1,December,Q4,51
CMP01874,2024-09-26,2024-10-11,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,15.0,2.8,September,Q3,39
CMP01875,2024-02-17,,Industrial Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.6,February,Q1,7
CMP01876,2024-11-26,2024-12-02,South-West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,6.0,3.6,November,Q4,48
CMP01877,2024-12-09,2024-12-27,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,18.0,2.5,December,Q4,50
CMP01878,2024-08-04,2024-08-11,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,7.0,3.7,August,Q3,31
CMP01879,2024-09-17,2024-10-02,East Zone,Public Safety,Police Dept,Low,1,Resolved,15.0,2.1,September,Q3,38
CMP01880,2024-07-04,,South-West Zone,Public Safety,Police Dept,High,3,Pending,,1.7,July,Q3,27
CMP01881,2024-01-10,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,January,Q1,2
CMP01882,2024-07-04,,Industrial Zone,Water Supply,Water Supply Dept,High,3,Pending,,1.7,July,Q3,27
CMP01883,2024-06-07,2024-06-24,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,17.0,3.1,June,Q2,23
CMP01884,2024-04-02,2024-04-17,Central Zone,Public Safety,Police Dept,Low,1,Resolved,15.0,2.1,April,Q2,14
CMP01885,2024-04-19,2024-04-26,North-East Zone,Road Damage,Public Works Dept,High,3,Resolved,7.0,4.0,April,Q2,16
CMP01886,2024-06-23,2024-06-25,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,2.0,4.1,June,Q2,25
CMP01887,2024-09-05,2024-09-07,North Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.8,September,Q3,36
CMP01888,2024-04-08,,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.3,April,Q2,15
CMP01889,2024-04-25,2024-04-26,North-East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,1.0,4.1,April,Q2,17
CMP01890,2024-03-11,2024-03-17,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,4.3,March,Q1,11
CMP01891,2024-03-20,2024-03-29,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,9.0,3.0,March,Q1,12
CMP01892,2024-02-09,,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.9,February,Q1,6
CMP01893,2024-05-31,2024-06-05,South-West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,5.0,3.3,May,Q2,22
CMP01894,2024-02-21,2024-02-28,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,7.0,3.5,February,Q1,8
CMP01895,2024-09-16,,North Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,1.1,September,Q3,38
CMP01896,2024-10-03,,Central Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,1.0,October,Q4,40
CMP01897,2024-09-26,2024-10-11,West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,15.0,3.4,September,Q3,39
CMP01898,2024-01-20,,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.6,January,Q1,3
CMP01899,2024-12-04,2024-12-08,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.5,December,Q4,49
CMP01900,2024-06-21,,North-East Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.8,June,Q2,25
CMP01901,2024-11-12,2024-11-28,North Zone,Public Safety,Police Dept,Low,1,Resolved,16.0,3.1,November,Q4,46
CMP01902,2024-03-08,2024-03-11,Industrial Zone,Water Supply,Water Supply Dept,High,3,Resolved,3.0,4.7,March,Q1,10
CMP01903,2024-11-01,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,1.7,November,Q4,44
CMP01904,2024-07-11,,East Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.8,July,Q3,28
CMP01905,2024-03-19,,West Zone,Public Safety,Police Dept,Low,1,Pending,,2.3,March,Q1,12
CMP01906,2024-03-24,2024-03-29,East Zone,Public Safety,Police Dept,Medium,2,Resolved,5.0,3.8,March,Q1,12
CMP01907,2024-04-02,2024-04-06,Industrial Zone,Public Safety,Police Dept,Medium,2,Resolved,4.0,4.0,April,Q2,14
CMP01908,2024-12-20,2024-12-27,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,7.0,3.1,December,Q4,51
CMP01909,2024-11-15,2024-11-18,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.2,November,Q4,46
CMP01910,2024-03-25,2024-04-14,South Zone,Water Supply,Water Supply Dept,Low,1,Resolved,20.0,2.4,March,Q1,13
CMP01911,2024-08-12,2024-08-22,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,10.0,1.9,August,Q3,33
CMP01912,2024-01-23,,Industrial Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.3,January,Q1,4
CMP01913,2024-07-29,,Industrial Zone,Public Safety,Police Dept,High,3,In Progress,,1.5,July,Q3,31
CMP01914,2024-07-05,2024-07-07,South Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.7,July,Q3,27
CMP01915,2024-12-12,,East Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.7,December,Q4,50
CMP01916,2024-05-01,2024-05-06,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,3.9,May,Q2,18
CMP01917,2024-08-15,2024-08-22,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,7.0,3.9,August,Q3,33
CMP01918,2024-11-08,2024-11-15,North Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,3.1,November,Q4,45
CMP01919,2024-05-25,2024-06-02,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,8.0,2.3,May,Q2,21
CMP01920,2024-08-17,2024-08-23,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,6.0,4.4,August,Q3,33
CMP01921,2024-04-29,,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,1.2,April,Q2,18
CMP01922,2024-09-30,,Industrial Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.4,September,Q3,40
CMP01923,2024-05-02,2024-05-09,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,7.0,4.4,May,Q2,18
CMP01924,2024-06-07,2024-06-12,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,4.0,June,Q2,23
CMP01925,2024-08-28,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.4,August,Q3,35
CMP01926,2024-04-09,2024-04-13,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.5,April,Q2,15
CMP01927,2024-07-07,2024-07-09,South-West Zone,Street Light Failure,Electricity Dept,High,3,Resolved,2.0,4.2,July,Q3,27
CMP01928,2024-12-13,2024-12-24,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,11.0,2.3,December,Q4,50
CMP01929,2024-10-19,2024-10-29,Central Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,10.0,2.0,October,Q4,42
CMP01930,2024-08-13,2024-08-16,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,3.0,4.9,August,Q3,33
CMP01931,2024-08-24,,North Zone,Public Safety,Police Dept,High,3,In Progress,,1.6,August,Q3,34
CMP01932,2024-05-24,2024-06-05,Central Zone,Public Safety,Police Dept,Medium,2,Resolved,12.0,1.8,May,Q2,21
CMP01933,2024-07-14,2024-07-17,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,3.0,4.6,July,Q3,28
CMP01934,2024-09-14,2024-09-25,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,11.0,2.7,September,Q3,37
CMP01935,2024-09-27,2024-10-02,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,5.0,3.4,September,Q3,39
CMP01936,2024-08-02,,North Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,2.4,August,Q3,31
CMP01937,2024-03-23,,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,2.0,March,Q1,12
CMP01938,2024-04-12,2024-04-18,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,6.0,4.1,April,Q2,15
CMP01939,2024-11-05,,West Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.4,November,Q4,45
CMP01940,2024-03-11,2024-03-14,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.3,March,Q1,11
CMP01941,2024-05-08,2024-05-12,North-East Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,4.0,4.4,May,Q2,19
CMP01942,2024-01-27,2024-02-01,South-West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,5.0,4.0,January,Q1,4
CMP01943,2024-11-24,,North Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.4,November,Q4,47
CMP01944,2024-09-03,2024-09-11,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,8.0,2.3,September,Q3,36
CMP01945,2024-07-09,2024-07-15,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,3.0,July,Q3,28
CMP01946,2024-10-10,2024-10-17,Central Zone,Public Safety,Police Dept,Medium,2,Resolved,7.0,4.2,October,Q4,41
CMP01947,2024-02-22,2024-03-11,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,18.0,2.3,February,Q1,8
CMP01948,2024-12-30,2025-01-09,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,3.2,December,Q4,1
CMP01949,2024-09-21,2024-09-30,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,9.0,1.9,September,Q3,38
CMP01950,2024-03-04,2024-03-14,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,3.1,March,Q1,10
CMP01951,2024-05-25,2024-06-08,South-West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,14.0,2.0,May,Q2,21
CMP01952,2024-02-12,,West Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,1.0,February,Q1,7
CMP01953,2024-03-23,2024-03-24,Central Zone,Public Safety,Police Dept,High,3,Resolved,1.0,4.7,March,Q1,12
CMP01954,2024-05-19,2024-05-27,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,1.6,May,Q2,20
CMP01955,2024-08-18,,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,2.2,August,Q3,33
CMP01956,2024-09-19,2024-10-08,South-West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,19.0,1.8,September,Q3,38
CMP01957,2024-03-16,2024-04-03,Central Zone,Public Safety,Police Dept,Low,1,Resolved,18.0,2.9,March,Q1,11
CMP01958,2024-08-11,2024-08-21,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,10.0,1.6,August,Q3,32
